,abstract,web_url,snippet,lead_paragraph,source,headline,pub_date,meta.article_type,meta.arguments
59,"The carmaker had a profit of $5.5 billion as sales of its electric vehicles kept soaring, especially in China and Europe.",https://www.nytimes.com/2022/01/26/business/tesla-earnings.html,,"Tesla said Wednesday that its profit leapt more than sixfold last year to $5.5 billion, the highest total in its 19-year history, as sales soared further, especially in Europe and China.",The New York Times,Tesla reports record yearly profit but warns that supply problems persist.,2022-01-26 21:36:26+00:00,general_mkt,"('retail sales', 'global trade', 'supply chain')"
60,Policymakers are discussing how to be less reliant on adversarial countries at the spring meetings of the I.M.F. and World Bank.,https://www.nytimes.com/2022/04/21/business/janet-yellen-supply-chains.html,,"WASHINGTON — Treasury Secretary Janet L. Yellen said on Thursday that global supply chains had proved to be unstable amid the pandemic and Russia’s war in Ukraine and called for a reshaping of trade relationships oriented around “trusted partners,” even if it meant higher costs for businesses and consumers.",The New York Times,Treasury Secretary Janet Yellen calls for a reshaping of global supply chains that are ‘not secure.’,2022-04-21 17:58:34+00:00,general_mkt,"('retail sales', 'global trade', 'supply chain')"
61,"Government officials and energy developers misjudged the difficulty of building huge clean energy projects in the United States, which has built very few of them.",https://www.nytimes.com/2023/12/11/business/energy-environment/offshore-wind-energy-east-coast.html,,"A few years ago, interest in offshore wind energy was so strong that developers proposed spending tens of billions of dollars to plunk hundreds of turbines the size of skyscrapers in the Atlantic Ocean from Maine to Virginia.",The New York Times,"What Ails Offshore Wind: Supply Chains, Ships and Interest Rates",2023-12-11 10:01:14+00:00,general_mkt,"('retail sales', 'global trade', 'supply chain')"
62,"They’re shifting to domestic sourcing and production, like some big manufacturers, but with at least one advantage the giants don’t have.",https://www.nytimes.com/2022/10/19/business/small-businesses-supply-chain.html,,"What’s more stressful than a nightmare you can’t wake up from? For Ken Rosenblood, it’s watching ships, tiny dots on a radar, stuck at sea, unable to deliver the lifeblood of your company. That’s how he remembers the early days of the pandemic.",The New York Times,"Weary of Snarls, Small Businesses Build Their Own Supply Chains",2022-10-19 07:00:14+00:00,general_mkt,"('retail sales', 'global trade', 'supply chain')"
63,"Athleisure company, one of the few retailers to thrive during the pandemic, relies heavily on production from Vietnam.",https://www.nytimes.com/2021/09/08/business/lululemon-supply-chain.html,,"Even as Lululemon reported soaring sales on Wednesday and forecast a robust holiday season, the athleisure company sounded a note of caution because of pandemic-related factory shutdowns in Vietnam, echoing concerns about the global supply chain voiced by many apparel retailers in recent weeks.",The New York Times,Lululemon says sales are soaring but supply chain issues remain a concern.,2021-09-08 21:20:24+00:00,general_mkt,"('retail sales', 'global trade', 'supply chain')"
64,Administration officials are pushing for a settlement to head off a walkout by tens of thousands of workers on Friday.,https://www.nytimes.com/2022/09/12/business/economy/freight-railroad-strike.html,,Biden administration officials are racing to prevent a strike by tens of thousands of freight railroad workers that could further disrupt an already strained supply chain and cause billions of dollars in economic damage.,The New York Times,Strike Threat on Freight Railroads Is New Supply Chain Worry,2022-09-12 22:17:00+00:00,general_mkt,"('retail sales', 'global trade', 'supply chain')"
65,"As Houthi rebels intensify strikes on vessels headed for the Suez Canal, global shipping prices are soaring, raising fears of product shortages and delays.",https://www.nytimes.com/2024/06/24/business/global-shipping-rates.html,,Stephanie Loomis had hoped that the chaos besieging the global supply chain was subsiding. The floating traffic jams off ports. The multiplying costs of moving freight. The resulting shortages of goods. All of this had seemed like an unpleasant memory confined to the Covid-19 pandemic.,The New York Times,‘It’s All Happening Again.’ The Supply Chain Is Under Strain.,2024-06-24 15:18:50+00:00,general_mkt,"('retail sales', 'global trade', 'supply chain')"
66,The administration’s economic advisers see climate change and other factors complicating global trade patterns for years to come.,https://www.nytimes.com/2022/04/14/business/economy/biden-supply-chain.html,,"The coronavirus pandemic and its ripple effects have snarled supply chains around the world, contributing to shipping backlogs, product shortages and the fastest inflation in decades.",The New York Times,"Supply Chain Hurdles Will Outlast Pandemic, White House Says",2022-04-14 09:00:22+00:00,general_mkt,"('retail sales', 'global trade', 'supply chain')"
67,"Facing delays, shortages and higher prices for raw materials, small manufacturers are finding new sources. Not all are able to pass along the costs.",https://www.nytimes.com/2021/11/29/business/economy/supply-chain-inflation.html,,"Peak season has arrived for DPS Skis, a manufacturer and distributor of mountain sports gear in Salt Lake City. But this year, the winter challenges began far from the slopes.",The New York Times,"Made in the U.S.A., but With a Supply-Chain Reboot",2021-11-29 14:54:16+00:00,general_mkt,"('retail sales', 'global trade', 'supply chain')"
68,Automakers and steel companies reported disruptions as a job action entered a seventh day.,https://www.nytimes.com/2022/06/13/business/south-korea-strike-truckers.html,,"A truck-driver strike in South Korea stretched into a seventh day on Monday, forcing the country’s manufacturers to scale back production and slowing traffic at its ports.",The New York Times,Striking truck drivers in South Korea snarl supply chains.,2022-06-13 10:46:07+00:00,general_mkt,"('retail sales', 'global trade', 'supply chain')"
69,"The highly intricate and interconnected global supply chain is in upheaval, and in one way or another, much of the crisis can be traced to the outbreak of Covid-19.",https://www.nytimes.com/interactive/2021/12/05/business/economy/supply-chain.html,,"The highly intricate and interconnected global supply chain is in upheaval, and in one way or another, much of the crisis can be traced to the outbreak of Covid-19.",The New York Times,How the Supply Chain Crisis Unfolded,2021-12-06 03:47:55+00:00,general_mkt,"('retail sales', 'global trade', 'supply chain')"
70,The Federal Reserve chair spent the early pandemic bemoaning the loss of a strong job market. It roared back — and now its fate is in his hands.,https://www.nytimes.com/2023/07/17/business/economy/jerome-powell-job-market-employment.html,,"Jerome H. Powell, the chair of the Federal Reserve, spent the early pandemic lamenting something America had lost: a job market so historically strong that it was boosting marginalized groups, extending opportunities to people and communities that had long lived without them.",The New York Times,Jerome Powell’s Prized Labor Market Is Back. Can He Keep It?,2023-07-17 18:20:03+00:00,general_mkt,"('unemployment', 'labor market')"
71,"Openings were little changed, but hiring and quitting both declined.",https://www.nytimes.com/2023/08/01/business/economy/jolts-jobs-openings-layoffs-quits.html,,"Job turnover decreased in June, the Labor Department reported on Tuesday, suggesting that the American labor market continues to slow down from its meteoric ascent after the pandemic lockdowns.",The New York Times,Job Turnover Eased in June as the Labor Market Cooled,2023-08-01 14:41:39+00:00,general_mkt,"('unemployment', 'labor market')"
